Intro_text,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,p_choice.keys,p_choice.rt,p_choice.duration,p_next_trial_input.keys,p_next_trial_input.rt,p_next_trial_input.duration,happiness_rating_prac.response,happiness_rating_prac.rt,key_resp_5.keys,key_resp_9.keys,key_resp_5.rt,key_resp_5.duration,key_resp_9.rt,key_resp_9.duration,Intros.thisRepN,Intros.thisTrialN,Intros.thisN,Intros.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,thisRow.t,notes,dateTime,consent.started,text_9.started,button.started,consent.stopped,button.numClicks,button.timesOn,button.timesOff,instructions1.started,Intro_text_show.started,Continue_txt.started,key_resp.started,instructions1.stopped,Intros.key_resp.keys,Intros.key_resp.rt,Intros.key_resp.duration,instructions_t1_target_on_choice.started,fixation_inst_5a.started,intro_sure.started,intro_sure_txt.started,intro_gambletop.started,intro_gambletop_txt.started,intro_gambletop_p.started,intro_gamblelow.started,intro_gamblelow_txt.started,intro_gamblelow_p.started,text_inst_5a.started,choice_inst_5a.started,instructions_t1_target_on_choice.stopped,choice_inst_5a.keys,choice_inst_5a.rt,choice_inst_5a.duration,instructions_t1_chosen_gamble.started,fixation_inst_5a_2.started,intro_sure_2.started,intro_sure_txt_2.started,instructions_t1_chosen_gamble.stopped,instructions_t1_outcome.started,total_prompt_inst_5a.started,p_outcome_square_2.started,intro_outcome_text_5.started,intro_outcome_text.started,intro_next_trial_txt_2.started,intro_next_trial_input_2.started,instructions_t1_outcome.stopped,intro_next_trial_input_2.keys,intro_next_trial_input_2.rt,intro_next_trial_input_2.duration,intro_iti.started,text_4.started,intro_iti.stopped,instructions_t2_target_on_choice.started,fixation_inst_5b.started,intro_sure_3.started,intro_gambletop_2.started,intro_gamblelow_2.started,intro_sure_txt_3.started,intro_gambletop_txt_2.started,intro_gambletop_p_2.started,intro_gamblelow_txt_2.started,intro_gamblelow_p_2.started,text_inst_5b.started,choice_inst_5b.started,instructions_t2_target_on_choice.stopped,choice_inst_5b.keys,choice_inst_5b.rt,choice_inst_5b.duration,instructions_t2_chosen_gamble.started,fixation_inst_5a_3.started,intro_gambletop_3.started,intro_gamblelow_3.started,intro_gambletop_txt_3.started,intro_gambletop_p_3.started,intro_gamblelow_txt_3.started,intro_gamblelow_p_3.started,instructions_t2_chosen_gamble.stopped,instructions_t2_outcome.started,total_prompt_inst_5a_2.started,p_outcome_square_3.started,intro_outcome_text_3.started,intro_outcome_text_2.started,intro_next_trial_txt.started,intro_next_trial_input.started,instructions_t2_outcome.stopped,intro_next_trial_input.keys,intro_next_trial_input.rt,intro_next_trial_input.duration,instructions6.started,instructions_text.started,Continue_txt_2.started,key_resp_inst_5.started,instructions6.stopped,key_resp_inst_5.keys,key_resp_inst_5.rt,key_resp_inst_5.duration,instructions7.started,total_prompt_inst_5a_3.started,fixation_inst_5a_6.started,prog_5.started,p_outcome_square_4.started,intro_outcome_text_4.started,instrutions_text.started,key_resp_inst_6.started,arrow1.started,arrow2.started,instructions7.stopped,key_resp_inst_6.keys,key_resp_inst_6.rt,key_resp_inst_6.duration,instructions8.started,instructions_text_3.started,Continue_txt_3.started,key_resp_inst_7.started,instructions8.stopped,key_resp_inst_7.keys,key_resp_inst_7.rt,key_resp_inst_7.duration,happy_overall.started,question_3.started,happiness_rating_overall.started,low_end_text_3.started,high_end_text_3.started,key_resp_7.started,exit_text_4.started,happy_overall.stopped,happiness_rating_overall.response,happiness_rating_overall.rt,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,instructions10.started,instructions_text_6.started,Continue_txt_4.started,key_resp_inst_8.started,instructions10.stopped,key_resp_inst_8.keys,key_resp_inst_8.rt,key_resp_inst_8.duration,happy_base.started,question_5.started,happiness_rating_baseline.started,low_end_text_5.started,high_end_text_5.started,exit_text_3.started,key_resp_8.started,happy_base.stopped,happiness_rating_baseline.response,happiness_rating_baseline.rt,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,instructions10_2.started,instructions_text_2.started,Continue_txt_6.started,key_resp_inst_11.started,instructions10_2.stopped,key_resp_inst_11.keys,key_resp_inst_11.rt,key_resp_inst_11.duration,instructions11.started,instructions_text_7.started,Continue_txt_5.started,key_resp_inst_9.started,instructions11.stopped,key_resp_inst_9.keys,key_resp_inst_9.rt,key_resp_inst_9.duration,first_delay.started,text_3.started,first_delay.stopped,p_options_show.started,p_fixation_cross_4.started,p_box1.started,p_box2.started,p_box3.started,p_box4.started,p_box1_mag.started,p_box1_P.started,p_box2_mag.started,p_box2_P.started,p_box3_mag.started,p_box3_P.started,p_box4_mag.started,p_box4_P.started,p_choice.started,practice_txt_2.started,p_options_show.stopped,practice_trials.p_choice.keys,practice_trials.p_choice.rt,practice_trials.p_choice.duration,choice_prac,p_chosen_option.started,fixation_5.started,p_box1_2.started,p_box2_2.started,p_box3_2.started,p_box4_2.started,p_box1_mag_2.started,p_box1_P_2.started,p_box2_mag_2.started,p_box2_P_2.started,p_box3_mag_2.started,p_box3_P_2.started,p_box4_mag_2.started,p_box4_P_2.started,practice_txt_3.started,p_chosen_option.stopped,current_money_prac,outcome_prac,p_reward_outcome.started,p_money_prompt.started,practice_txt.started,p_outcome_square.started,p_outcome_text.started,p_reward_txt.started,p_prog_bar.started,p_next_trial_txt.started,p_next_trial_input.started,p_reward_outcome.stopped,practice_trials.p_next_trial_input.keys,practice_trials.p_next_trial_input.rt,practice_trials.p_next_trial_input.duration,iti.started,text.started,iti.stopped,p_happiness_trial.started,p_happiness_trial.stopped,practice_trials.happiness_rating_prac.response,practice_trials.happiness_rating_prac.rt,practice_trials.key_resp_5.keys,p_h_iti.started,p_h_iti.stopped,repeat_practice.started,repeat_practice.stopped,practice_trials.key_resp_9.keys,repeat_iti.started,repeat_iti.stopped,question_4.started,happiness_rating_prac.started,low_end_text_4.started,high_end_text_4.started,exit_text_2.started,key_resp_5.started,practice_trials.key_resp_5.rt,practice_trials.key_resp_5.duration,text_2.started,repeat_practice_txt.started,key_resp_9.started,practice_trials.key_resp_9.rt,practice_trials.key_resp_9.duration,instructions12.started,instructions_text_8.started,key_resp_inst_10.started,instructions12.stopped,key_resp_inst_10.keys,key_resp_inst_10.rt,key_resp_inst_10.duration,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.813145583000733,9.826992207992589,9.826992207992589,9.826992207992589,9.826992207992589,9.826992207992589,9.826992207992589,9.826992207992589,10.796622958005173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.797063042002264,10.806439999985741,10.806439999985741,10.806439999985741,10.806439999985741,11.78732541698264,11.78732541698264,13.62066324998159,space,1.8326210000086576,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.62069245800376,13.631997041986324,13.631997041986324,13.631997041986324,14.796435333002592,return,1.1557976670155767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.796776707982644,14.809059332998004,14.809059332998004,14.809059332998004,14.809059332998004,14.809059332998004,14.809059332998004,14.809059332998004,14.809059332998004,14.809059332998004,15.746424999990268,return,0.9242693330161273,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.746449291997124,15.762952791992575,15.762952791992575,15.762952791992575,16.803538082982413,return,1.0362208750157151,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.80397675000131,16.838023707998218,16.838023707998218,16.838023707998218,16.838023707998218,16.838023707998218,16.838023707998218,18.293173541984288,14.0,0.8468083330080844,return,1.4300006249977741,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.293217582977377,18.302233583002817,18.302233583002817,18.302233583002817,19.306713208003202,return,1.000974041002337,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.30714866699418,19.316614666982787,21.828910832991824,21.828910832991824,21.828910832991824,21.828910832991824,21.828910832991824,22.57590799999889,4.0,2.665699124976527,return,0.7451240830123425,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.575935832981486,22.58435812499374,22.58435812499374,22.58435812499374,24.213233541988302,return,1.62272962499992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.213262749981368,24.223877374985022,24.223877374985022,24.223877374985022,24.696294583001873,return,0.46434674999909475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.69631954198121,24.704292416980024,26.681205291999504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,0,0,0,,,,right,3.919133707997389,None,space,0.7395999580039643,None,None,None,None,None,,,,,,,,,0,0,0,0,26.72606229200028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.703619207983138,26.72606229200028,26.72606229200028,26.72606229200028,26.72606229200028,26.72606229200028,26.72606229200028,26.72606229200028,26.72606229200028,26.72606229200028,26.72606229200028,26.72606229200028,26.72606229200028,26.72606229200028,26.72606229200028,26.72606229200028,30.647379582980648,right,3.919133707997389,None,1,30.65357945798314,30.66588312498061,30.66588312498061,30.66588312498061,30.66588312498061,30.66588312498061,30.66588312498061,30.66588312498061,30.66588312498061,30.66588312498061,30.66588312498061,30.66588312498061,30.66588312498061,30.66588312498061,30.66588312498061,31.636862416984513,5,-1,31.644307249982376,31.654325291980058,31.654325291980058,31.654325291980058,31.654325291980058,31.654325291980058,31.654325291980058,32.63203887498821,32.63203887498821,33.37426654199953,space,0.7395999580039643,None,33.374421624990646,33.387837166985264,34.364417832985055,34.366312333004316,34.3670965420024,None,None,None,34.36722870799713,34.36727470799815,34.36730579199502,34.36734716698993,None,34.36739537498215,34.36746645800304,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,1,0,1,,,,right,4.016755084012402,None,space,0.3851891669910401,None,None,None,None,None,,,,,,,,,1,0,1,0,34.39659520800342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.38158154199482,34.39659520800342,34.39659520800342,34.39659520800342,34.39659520800342,34.39659520800342,34.39659520800342,34.39659520800342,34.39659520800342,34.39659520800342,34.39659520800342,34.39659520800342,34.39659520800342,34.39659520800342,34.39659520800342,34.39659520800342,38.420469125005184,right,4.016755084012402,None,1,38.430997457995545,38.44239574999665,38.44239574999665,38.44239574999665,38.44239574999665,38.44239574999665,38.44239574999665,38.44239574999665,38.44239574999665,38.44239574999665,38.44239574999665,38.44239574999665,38.44239574999665,38.44239574999665,38.44239574999665,39.40589920798084,5.25,1,39.40877233300125,39.41774333300418,39.41774333300418,39.41774333300418,39.41774333300418,39.41774333300418,39.41774333300418,40.3985724170052,40.3985724170052,40.79167070798576,space,0.3851891669910401,None,40.791712874983205,40.800638457993045,41.78377999999793,41.78491283298354,41.785364541981835,None,None,None,41.78544058298576,41.7854674999835,41.78549516698695,41.78552041700459,None,41.785552499990445,41.785579707997385,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,2,0,2,,,,right,3.0625366670137737,None,space,0.18625554197933525,None,16.0,2.8033679999934975,return,None,0.5214355420030188,None,,,,,,,2,0,2,0,41.8013536669896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.78896145799081,41.8013536669896,41.8013536669896,41.8013536669896,41.8013536669896,41.8013536669896,41.8013536669896,41.8013536669896,41.8013536669896,41.8013536669896,41.8013536669896,41.8013536669896,41.8013536669896,41.8013536669896,41.8013536669896,41.8013536669896,44.87518849998014,right,3.0625366670137737,None,1,44.883287249977,44.894533082988346,44.894533082988346,44.894533082988346,44.894533082988346,44.894533082988346,44.894533082988346,44.894533082988346,44.894533082988346,44.894533082988346,44.894533082988346,44.894533082988346,44.894533082988346,44.894533082988346,44.894533082988346,45.86303812498227,5.75,1,45.870751291979104,45.88325741697918,45.88325741697918,45.88325741697918,45.88325741697918,45.88325741697918,45.88325741697918,46.85528666697792,46.85528666697792,47.05026462499518,space,0.18625554197933525,None,47.05032049998408,47.0602634579991,48.036620041995775,48.03734645800432,51.08185116699315,16.0,2.8033679999934975,return,51.0818960419856,52.07034854197991,52.070367707987316,52.070384291990194,None,52.0704051249777,52.07041729197954,48.04729225000483,50.55302758299513,50.55302758299513,50.55302758299513,50.55302758299513,50.55302758299513,0.5214355420030188,None,51.08958362499834,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,3,0,3,,,,right,3.459694999997737,None,space,0.23468141700141132,None,None,None,None,None,,,,,,,,,3,0,3,0,52.08495058299741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.075707457988756,52.08495058299741,52.08495058299741,52.08495058299741,52.08495058299741,52.08495058299741,52.08495058299741,52.08495058299741,52.08495058299741,52.08495058299741,52.08495058299741,52.08495058299741,52.08495058299741,52.08495058299741,52.08495058299741,52.08495058299741,55.54888404198573,right,3.459694999997737,None,1,55.55394408298889,55.56401179198292,55.56401179198292,55.56401179198292,55.56401179198292,55.56401179198292,55.56401179198292,55.56401179198292,55.56401179198292,55.56401179198292,55.56401179198292,55.56401179198292,55.56401179198292,55.56401179198292,55.56401179198292,56.53748941697995,6.25,-1,56.54026112498832,56.56268866697792,56.56268866697792,56.56268866697792,56.56268866697792,56.56268866697792,56.56268866697792,57.54627116699703,57.54627116699703,57.7818688749976,space,0.23468141700141132,None,57.78191787499236,57.78956399997696,58.76988354200148,58.7704560830025,58.770676124986494,None,None,None,58.77071541699115,58.770730541989906,58.77074266699492,58.770756874990184,None,58.770774707983946,58.770789375004824,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,4,0,4,,,,left,4.44012520799879,None,space,0.6666675829910673,None,12.0,3.4957741670077667,return,None,1.9726932500198018,None,,,,,,,4,0,4,0,58.785190291993786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.775743292004336,58.785190291993786,58.785190291993786,58.785190291993786,58.785190291993786,58.785190291993786,58.785190291993786,58.785190291993786,58.785190291993786,58.785190291993786,58.785190291993786,58.785190291993786,58.785190291993786,58.785190291993786,58.785190291993786,58.785190291993786,63.231506541982526,left,4.44012520799879,None,0,63.23687845800305,63.2470959170023,63.2470959170023,63.2470959170023,63.2470959170023,63.2470959170023,63.2470959170023,63.2470959170023,63.2470959170023,63.2470959170023,63.2470959170023,63.2470959170023,63.2470959170023,63.2470959170023,63.2470959170023,64.21808533297735,6.6,1,64.22307183299563,64.23464604199398,64.23464604199398,64.23464604199398,64.23464604199398,64.23464604199398,64.23464604199398,65.2299514169863,65.2299514169863,65.89747687499039,space,0.6666675829910673,None,65.89752562498325,65.90709854199667,66.88663483300479,66.88714054197771,71.3915662499785,12.0,3.4957741670077667,return,71.39161233298364,72.37931120800204,72.37933033300214,72.37934704197687,None,72.37936916699982,72.37938195798779,66.89597708298243,69.39804587498656,69.39804587498656,69.39804587498656,69.39804587498656,69.39804587498656,1.9726932500198018,None,71.3997258329764,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,5,0,5,,,,left,2.758204207988456,None,space,1.1685249580186792,None,None,None,None,None,,,,,,,,,5,0,5,0,72.39183504198445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3824195000052,72.39183504198445,72.39183504198445,72.39183504198445,72.39183504198445,72.39183504198445,72.39183504198445,72.39183504198445,72.39183504198445,72.39183504198445,72.39183504198445,72.39183504198445,72.39183504198445,72.39183504198445,72.39183504198445,72.39183504198445,75.15707920800196,left,2.758204207988456,None,0,75.16013170799124,75.16853037499823,75.16853037499823,75.16853037499823,75.16853037499823,75.16853037499823,75.16853037499823,75.16853037499823,75.16853037499823,75.16853037499823,75.16853037499823,75.16853037499823,75.16853037499823,75.16853037499823,75.16853037499823,76.14608829197823,6.949999999999999,-1,76.14833124997676,76.15748924997752,76.15748924997752,76.15748924997752,76.15748924997752,76.15748924997752,76.15748924997752,77.14601149997907,77.14601149997907,78.3227640829864,space,1.1685249580186792,None,78.32280949997948,78.34583912498783,79.31453520798823,79.31582983297994,79.31621691698092,None,None,None,79.31630962499185,79.3163377919991,79.31636524997884,79.31639312498737,None,79.31643258300028,79.31646025000373,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
,6,0,6,,,,left,3.099950333999004,None,space,3.5780111250060145,None,11.0,3.6968603749992326,return,None,1.4509292090078816,None,,,,,,,6,0,6,0,79.33756108299713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.32332579197828,79.33756108299713,79.33756108299713,79.33756108299713,79.33756108299713,79.33756108299713,79.33756108299713,79.33756108299713,79.33756108299713,79.33756108299713,79.33756108299713,79.33756108299713,79.33756108299713,79.33756108299713,79.33756108299713,79.33756108299713,82.44741795799928,left,3.099950333999004,None,0,82.45294737498625,82.46358275000239,82.46358275000239,82.46358275000239,82.46358275000239,82.46358275000239,82.46358275000239,82.46358275000239,82.46358275000239,82.46358275000239,82.46358275000239,82.46358275000239,82.46358275000239,82.46358275000239,82.46358275000239,83.43011149999802,7.199999999999999,0,83.43394141699537,83.4441194999963,83.4441194999963,83.4441194999963,83.4441194999963,83.4441194999963,83.4441194999963,84.42446133299381,84.42446133299381,88.00612295800238,space,3.5780111250060145,None,88.00616766698658,88.02925191700342,88.99609120798414,88.99685929200496,92.9805836250016,11.0,3.6968603749992326,return,92.98062754198327,93.96946387499338,93.96948191698175,93.96949774998939,None,93.9695190829807,93.96953141698032,89.00523287500255,91.5048675419821,91.5048675419821,91.5048675419821,91.5048675419821,91.5048675419821,1.4509292090078816,None,92.98684816699824,,,,,,,,,,,,,,,2026-04-21_15h43.30.048,Mood4,2024.2.4,2026-04-21 15h43.35.015558 -0400,
