Intro_text,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,p_choice.keys,p_choice.rt,p_choice.duration,p_next_trial_input.keys,p_next_trial_input.rt,p_next_trial_input.duration,happiness_rating_prac.response,happiness_rating_prac.rt,key_resp_5.keys,key_resp_9.keys,key_resp_5.rt,key_resp_5.duration,Intros.thisRepN,Intros.thisTrialN,Intros.thisN,Intros.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,thisRow.t,notes,dateTime,consent.started,text_9.started,button.started,consent.stopped,button.numClicks,button.timesOn,button.timesOff,instructions1.started,Intro_text_show.started,Continue_txt.started,key_resp.started,instructions1.stopped,Intros.key_resp.keys,Intros.key_resp.rt,Intros.key_resp.duration,instructions_t1_target_on_choice.started,fixation_inst_5a.started,intro_sure.started,intro_sure_txt.started,intro_gambletop.started,intro_gambletop_txt.started,intro_gambletop_p.started,intro_gamblelow.started,intro_gamblelow_txt.started,intro_gamblelow_p.started,text_inst_5a.started,choice_inst_5a.started,instructions_t1_target_on_choice.stopped,choice_inst_5a.keys,choice_inst_5a.rt,choice_inst_5a.duration,instructions_t1_chosen_gamble.started,fixation_inst_5a_2.started,intro_sure_2.started,intro_sure_txt_2.started,instructions_t1_chosen_gamble.stopped,instructions_t1_outcome.started,total_prompt_inst_5a.started,p_outcome_square_2.started,intro_outcome_text_5.started,intro_outcome_text.started,intro_next_trial_txt_2.started,intro_next_trial_input_2.started,instructions_t1_outcome.stopped,intro_next_trial_input_2.keys,intro_next_trial_input_2.rt,intro_next_trial_input_2.duration,intro_iti.started,text_4.started,intro_iti.stopped,instructions_t2_target_on_choice.started,fixation_inst_5b.started,intro_sure_3.started,intro_gambletop_2.started,intro_gamblelow_2.started,intro_sure_txt_3.started,intro_gambletop_txt_2.started,intro_gambletop_p_2.started,intro_gamblelow_txt_2.started,intro_gamblelow_p_2.started,text_inst_5b.started,choice_inst_5b.started,instructions_t2_target_on_choice.stopped,choice_inst_5b.keys,choice_inst_5b.rt,choice_inst_5b.duration,instructions_t2_chosen_gamble.started,fixation_inst_5a_3.started,intro_gambletop_3.started,intro_gamblelow_3.started,intro_gambletop_txt_3.started,intro_gambletop_p_3.started,intro_gamblelow_txt_3.started,intro_gamblelow_p_3.started,instructions_t2_chosen_gamble.stopped,instructions_t2_outcome.started,total_prompt_inst_5a_2.started,p_outcome_square_3.started,intro_outcome_text_3.started,intro_outcome_text_2.started,intro_next_trial_txt.started,intro_next_trial_input.started,instructions_t2_outcome.stopped,intro_next_trial_input.keys,intro_next_trial_input.rt,intro_next_trial_input.duration,instructions6.started,instructions_text.started,Continue_txt_2.started,key_resp_inst_5.started,instructions6.stopped,key_resp_inst_5.keys,key_resp_inst_5.rt,key_resp_inst_5.duration,instructions7.started,total_prompt_inst_5a_3.started,fixation_inst_5a_6.started,prog_5.started,p_outcome_square_4.started,intro_outcome_text_4.started,instrutions_text.started,key_resp_inst_6.started,arrow1.started,arrow2.started,instructions7.stopped,key_resp_inst_6.keys,key_resp_inst_6.rt,key_resp_inst_6.duration,instructions8.started,instructions_text_3.started,Continue_txt_3.started,key_resp_inst_7.started,instructions8.stopped,key_resp_inst_7.keys,key_resp_inst_7.rt,key_resp_inst_7.duration,happy_overall.started,question_3.started,happiness_rating_overall.started,low_end_text_3.started,high_end_text_3.started,key_resp_7.started,exit_text_4.started,happy_overall.stopped,happiness_rating_overall.response,happiness_rating_overall.rt,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,instructions10.started,instructions_text_6.started,Continue_txt_4.started,key_resp_inst_8.started,instructions10.stopped,key_resp_inst_8.keys,key_resp_inst_8.rt,key_resp_inst_8.duration,happy_base.started,question_5.started,happiness_rating_baseline.started,low_end_text_5.started,high_end_text_5.started,exit_text_3.started,key_resp_8.started,happy_base.stopped,happiness_rating_baseline.response,happiness_rating_baseline.rt,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,instructions10_2.started,instructions_text_2.started,Continue_txt_6.started,key_resp_inst_11.started,instructions10_2.stopped,key_resp_inst_11.keys,key_resp_inst_11.rt,key_resp_inst_11.duration,instructions11.started,instructions_text_7.started,Continue_txt_5.started,key_resp_inst_9.started,instructions11.stopped,key_resp_inst_9.keys,key_resp_inst_9.rt,key_resp_inst_9.duration,first_delay.started,text_3.started,first_delay.stopped,p_options_show.started,p_fixation_cross_4.started,p_box1.started,p_box2.started,p_box3.started,p_box4.started,p_box1_mag.started,p_box1_P.started,p_box2_mag.started,p_box2_P.started,p_box3_mag.started,p_box3_P.started,p_box4_mag.started,p_box4_P.started,p_choice.started,practice_txt_2.started,p_options_show.stopped,practice_trials.p_choice.keys,practice_trials.p_choice.rt,practice_trials.p_choice.duration,choice_prac,p_chosen_option.started,fixation_5.started,p_box1_2.started,p_box2_2.started,p_box3_2.started,p_box4_2.started,p_box1_mag_2.started,p_box1_P_2.started,p_box2_mag_2.started,p_box2_P_2.started,p_box3_mag_2.started,p_box3_P_2.started,p_box4_mag_2.started,p_box4_P_2.started,practice_txt_3.started,p_chosen_option.stopped,current_money_prac,outcome_prac,p_reward_outcome.started,p_money_prompt.started,practice_txt.started,p_outcome_square.started,p_outcome_text.started,p_reward_txt.started,p_prog_bar.started,p_next_trial_txt.started,p_next_trial_input.started,p_reward_outcome.stopped,practice_trials.p_next_trial_input.keys,practice_trials.p_next_trial_input.rt,practice_trials.p_next_trial_input.duration,iti.started,text.started,iti.stopped,p_happiness_trial.started,p_happiness_trial.stopped,practice_trials.happiness_rating_prac.response,practice_trials.happiness_rating_prac.rt,practice_trials.key_resp_5.keys,p_h_iti.started,p_h_iti.stopped,repeat_practice.started,repeat_practice.stopped,practice_trials.key_resp_9.keys,repeat_iti.started,repeat_iti.stopped,question_4.started,happiness_rating_prac.started,low_end_text_4.started,high_end_text_4.started,exit_text_2.started,key_resp_5.started,practice_trials.key_resp_5.rt,practice_trials.key_resp_5.duration,text_2.started,repeat_practice_txt.started,key_resp_9.started,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.33602666601655,31.34773462501471,31.34773462501471,31.34773462501471,31.34773462501471,31.34773462501471,31.34773462501471,31.34773462501471,32.32214541602298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.32249612500891,32.331925333011895,32.331925333011895,32.331925333011895,32.331925333011895,33.31454829100403,33.31454829100403,35.83243816602044,space,2.5109477500081994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.83246533302008,35.84085145802237,35.84085145802237,35.84085145802237,37.83934158302145,return,1.9950284999795258,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8396863329981,37.85270491600386,37.85270491600386,37.85270491600386,37.85270491600386,37.85270491600386,37.85270491600386,37.85270491600386,37.85270491600386,37.85270491600386,41.8508802500146,return,3.988745457987534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.85090650001075,41.86010858300142,41.86010858300142,41.86010858300142,42.93874766601948,return,1.0746253749821335,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.93917920801323,42.97495158301899,42.97495158301899,42.97495158301899,42.97495158301899,42.97495158301899,42.97495158301899,45.86074516602093,15.0,2.3263329589972273,return,2.872411167016253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.86077316600131,45.86857074999716,45.86857074999716,45.86857074999716,46.39096812502248,return,0.5149343330122065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.39144008301082,46.402015166007914,48.91535991601995,48.91535991601995,48.91535991601995,48.91535991601995,48.91535991601995,49.38325820802129,6.0,2.870022000017343,return,0.45431766600813717,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.38328766601626,49.39148920800653,49.39148920800653,49.39148920800653,50.19876441601082,return,0.8065037080086768,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.198797666002065,50.20854641601909,50.20854641601909,50.20854641601909,50.60633533302462,return,0.3909483340103179,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.606364833016414,50.61506616600673,52.59840279101627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,0,0,0,,,,right,8.40776545900735,None,space,0.9607687919924501,None,None,None,None,None,,,,,,,0,0,0,0,52.61762699999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.60481816600077,52.61762699999963,52.61762699999963,52.61762699999963,52.61762699999963,52.61762699999963,52.61762699999963,52.61762699999963,52.61762699999963,52.61762699999963,52.61762699999963,52.61762699999963,52.61762699999963,52.61762699999963,52.61762699999963,52.61762699999963,61.049338083015755,right,8.40776545900735,None,1,61.054749833012465,61.06762883299962,61.06762883299962,61.06762883299962,61.06762883299962,61.06762883299962,61.06762883299962,61.06762883299962,61.06762883299962,61.06762883299962,61.06762883299962,61.06762883299962,61.06762883299962,61.06762883299962,61.06762883299962,62.039691790996585,5,-1,62.04706383301527,62.05714237500797,62.05714237500797,62.05714237500797,62.05714237500797,62.05714237500797,62.05714237500797,63.049621833022684,63.049621833022684,64.0194161249965,space,0.9607687919924501,None,64.01945116600837,64.03166300000157,65.00611083299736,65.00656150002033,65.00673108300543,None,None,None,65.00675941602094,65.00677150001866,65.00678020800115,65.0067939160217,None,65.00680720800301,65.0068282080174,,,,,,,,,,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,1,0,1,,,,right,2.2297484999871813,None,space,0.7760096669953782,None,None,None,None,None,,,,,,,1,0,1,0,65.02077079101582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.01168620801764,65.02077079101582,65.02077079101582,65.02077079101582,65.02077079101582,65.02077079101582,65.02077079101582,65.02077079101582,65.02077079101582,65.02077079101582,65.02077079101582,65.02077079101582,65.02077079101582,65.02077079101582,65.02077079101582,65.02077079101582,67.25285987500683,right,2.2297484999871813,None,1,67.25761958301882,67.26751833301387,67.26751833301387,67.26751833301387,67.26751833301387,67.26751833301387,67.26751833301387,67.26751833301387,67.26751833301387,67.26751833301387,67.26751833301387,67.26751833301387,67.26751833301387,67.26751833301387,67.26751833301387,68.24057654102216,5.35,1,68.24382050000713,68.25319050002145,68.25319050002145,68.25319050002145,68.25319050002145,68.25319050002145,68.25319050002145,69.23403925000457,69.23403925000457,70.03204458300024,space,0.7760096669953782,None,70.03207850002218,70.03928341600113,71.01476445799926,71.01524274999974,71.01542150002206,None,None,None,71.01545204099966,71.01546441600658,71.01547383301659,71.01548537501367,None,71.0154992910102,71.01551087500411,,,,,,,,,,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,2,0,2,,,,left,2.1623191249964293,None,space,6.640532332996372,None,17.0,4.7720398340024985,return,None,2.8187345000042114,None,,,,,2,0,2,0,71.02787687501404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.01889504102292,71.02787687501404,71.02787687501404,71.02787687501404,71.02787687501404,71.02787687501404,71.02787687501404,71.02787687501404,71.02787687501404,71.02787687501404,71.02787687501404,71.02787687501404,71.02787687501404,71.02787687501404,71.02787687501404,71.02787687501404,73.19391754100798,left,2.1623191249964293,None,0,73.19803945801686,73.20694400000502,73.20694400000502,73.20694400000502,73.20694400000502,73.20694400000502,73.20694400000502,73.20694400000502,73.20694400000502,73.20694400000502,73.20694400000502,73.20694400000502,73.20694400000502,73.20694400000502,73.20694400000502,74.18224937500781,5.85,-1,74.18539395800326,74.19437370801461,74.19437370801461,74.19437370801461,74.19437370801461,74.19437370801461,74.19437370801461,75.17559016600717,75.17559016600717,81.81706637502066,space,6.640532332996372,None,81.8171102910128,81.82622375001665,82.80236033300753,82.80353941602516,88.14961487500113,17.0,4.7720398340024985,return,88.14965808301349,89.13869300001534,89.1387120000145,89.138728291,None,89.13874837500043,89.13876045800862,82.81611229100963,85.32355641599861,85.32355641599861,85.32355641599861,85.32355641599861,85.32355641599861,2.8187345000042114,None,88.15698025000165,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,3,0,3,,,,left,4.001306416990701,None,space,9.383785000012722,None,None,None,None,None,,,,,,,3,0,3,0,89.15292533300817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.14268750001793,89.15292533300817,89.15292533300817,89.15292533300817,89.15292533300817,89.15292533300817,89.15292533300817,89.15292533300817,89.15292533300817,89.15292533300817,89.15292533300817,89.15292533300817,89.15292533300817,89.15292533300817,89.15292533300817,89.15292533300817,93.1580621660105,left,4.001306416990701,None,0,93.16165600001113,93.17045020801015,93.17045020801015,93.17045020801015,93.17045020801015,93.17045020801015,93.17045020801015,93.17045020801015,93.17045020801015,93.17045020801015,93.17045020801015,93.17045020801015,93.17045020801015,93.17045020801015,93.17045020801015,94.14836245801416,6.1,1,94.15293529100018,94.16415037499974,94.16415037499974,94.16415037499974,94.16415037499974,94.16415037499974,94.16415037499974,95.14143112499733,95.14143112499733,104.53332291601691,space,9.383785000012722,None,104.53336050000507,104.54149220802356,105.5215431250108,105.5220065000176,105.52218037500279,None,None,None,105.5222103749984,105.52222187499865,105.52223083301215,105.52224166601081,None,105.5222551659972,105.5222660000145,,,,,,,,,,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,4,0,4,,,,right,3.790293708007084,None,space,3.5238860419776756,None,9.0,3.7938326250005048,return,None,1.8466409999819007,None,,,,,4,0,4,0,105.53554045801866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.52570370800095,105.53554045801866,105.53554045801866,105.53554045801866,105.53554045801866,105.53554045801866,105.53554045801866,105.53554045801866,105.53554045801866,105.53554045801866,105.53554045801866,105.53554045801866,105.53554045801866,105.53554045801866,105.53554045801866,105.53554045801866,109.3266592080181,right,3.790293708007084,None,1,109.3313192500209,109.34040612500394,109.34040612500394,109.34040612500394,109.34040612500394,109.34040612500394,109.34040612500394,109.34040612500394,109.34040612500394,109.34040612500394,109.34040612500394,109.34040612500394,109.34040612500394,109.34040612500394,109.34040612500394,110.31621058299788,6.5,-1,110.3185221250169,110.32802691601682,110.32802691601682,110.32802691601682,110.32802691601682,110.32802691601682,110.32802691601682,111.307993541006,111.307993541006,114.83262937501422,space,3.5238860419776756,None,114.8326651660027,114.8406370000157,115.815318708017,115.81585912502487,120.18104112500441,9.0,3.7938326250005048,return,120.18108500001836,121.16477991599822,121.164799375023,121.16481562500121,None,121.16483575000893,121.16484816602315,115.82386854101787,118.3233111660229,118.3233111660229,118.3233111660229,118.3233111660229,118.3233111660229,1.8466409999819007,None,120.18719883300946,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,5,0,5,,,,left,2.878160874999594,None,space,21.1378268749977,None,None,None,None,None,,,,,,,5,0,5,0,121.17647162501817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.16705225000624,121.17647162501817,121.17647162501817,121.17647162501817,121.17647162501817,121.17647162501817,121.17647162501817,121.17647162501817,121.17647162501817,121.17647162501817,121.17647162501817,121.17647162501817,121.17647162501817,121.17647162501817,121.17647162501817,121.17647162501817,124.0591236250184,left,2.878160874999594,None,0,124.06179758301005,124.07075120799709,124.07075120799709,124.07075120799709,124.07075120799709,124.07075120799709,124.07075120799709,124.07075120799709,124.07075120799709,124.07075120799709,124.07075120799709,124.07075120799709,124.07075120799709,124.07075120799709,124.07075120799709,125.04960766600561,6.85,1,125.05159541600733,125.06041720800567,125.06041720800567,125.06041720800567,125.06041720800567,125.06041720800567,125.06041720800567,126.04912254100782,126.04912254100782,147.19092320802156,space,21.1378268749977,None,147.190961291024,147.19992037501652,148.18210879102116,148.1828269160178,148.1831151250226,None,None,None,148.18316204100847,148.18318133300636,148.1831966250029,148.1832155410084,None,148.18323837500066,148.18325670799823,,,,,,,,,,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,6,0,6,,,,left,2.3321624170057476,None,space,0.5493534580164123,None,6.0,3.7828859590226784,return,None,2.1885631250042934,None,,,,,6,0,6,0,148.199374000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.18779829100822,148.199374000018,148.199374000018,148.199374000018,148.199374000018,148.199374000018,148.199374000018,148.199374000018,148.199374000018,148.199374000018,148.199374000018,148.199374000018,148.199374000018,148.199374000018,148.199374000018,148.199374000018,150.53484295800445,left,2.3321624170057476,None,0,150.5380550000118,150.5481800000125,150.5481800000125,150.5481800000125,150.5481800000125,150.5481800000125,150.5481800000125,150.5481800000125,150.5481800000125,150.5481800000125,150.5481800000125,150.5481800000125,150.5481800000125,150.5481800000125,150.5481800000125,151.52340933302185,7.199999999999999,1,151.52506479099975,151.5347340410226,151.5347340410226,151.5347340410226,151.5347340410226,151.5347340410226,151.5347340410226,152.5165846660093,152.5165846660093,153.06718095802353,space,0.5493534580164123,None,153.06722787499893,153.07538895800826,154.0549317499972,154.05549975001486,158.77570158301387,6.0,3.7828859590226784,return,158.77574629100855,159.76475216599647,159.76478629102348,159.764803958009,None,159.76482779101934,159.76484075002372,154.06460004101973,156.5629931250005,156.5629931250005,156.5629931250005,156.5629931250005,156.5629931250005,2.1885631250042934,None,158.78381412502495,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
,7,0,7,,,,right,3.0226885830052197,None,space,1.519025708985282,None,None,None,None,None,,,,,,,7,0,7,0,159.7792792910186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.7693571660202,159.7792792910186,159.7792792910186,159.7792792910186,159.7792792910186,159.7792792910186,159.7792792910186,159.7792792910186,159.7792792910186,159.7792792910186,159.7792792910186,159.7792792910186,159.7792792910186,159.7792792910186,159.7792792910186,159.7792792910186,162.80923662500572,right,3.0226885830052197,None,1,162.81400625000242,162.8229977080191,162.8229977080191,162.8229977080191,162.8229977080191,162.8229977080191,162.8229977080191,162.8229977080191,162.8229977080191,162.8229977080191,162.8229977080191,162.8229977080191,162.8229977080191,162.8229977080191,162.8229977080191,163.79866920801578,7.549999999999999,0,163.80138312501367,163.81038116599666,163.81038116599666,163.81038116599666,163.81038116599666,163.81038116599666,163.81038116599666,164.80667541600997,164.80667541600997,166.32646558299894,space,1.519025708985282,None,166.32650170801207,166.33533762500156,167.31532858300488,167.31581412500236,167.31599545801873,None,None,None,167.31602745800046,167.31604025000706,167.3160500000231,167.31606179100345,None,167.3160761659965,167.31608762501855,,,,,,,,,,,,,,,2026-04-21_15h34.35.464,Mood4,2024.2.4,2026-04-21 15h34.40.197264 -0400,
