Intro_text,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,p_choice.keys,p_choice.rt,p_choice.duration,p_next_trial_input.keys,p_next_trial_input.rt,p_next_trial_input.duration,happiness_rating_prac.response,happiness_rating_prac.rt,key_resp_5.keys,key_resp_9.keys,key_resp_5.rt,key_resp_5.duration,key_resp_9.rt,key_resp_9.duration,Intros.thisRepN,Intros.thisTrialN,Intros.thisN,Intros.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,dateTime,consent.started,text_9.started,button.started,consent.stopped,button.numClicks,button.timesOn,button.timesOff,instructions1.started,Intro_text_show.started,Continue_txt.started,key_resp.started,instructions1.stopped,Intros.key_resp.keys,Intros.key_resp.rt,Intros.key_resp.duration,instructions_t1_target_on_choice.started,fixation_inst_5a.started,intro_sure.started,intro_sure_txt.started,intro_gambletop.started,intro_gambletop_txt.started,intro_gambletop_p.started,intro_gamblelow.started,intro_gamblelow_txt.started,intro_gamblelow_p.started,text_inst_5a.started,choice_inst_5a.started,instructions_t1_target_on_choice.stopped,choice_inst_5a.keys,choice_inst_5a.rt,choice_inst_5a.duration,instructions_t1_chosen_gamble.started,fixation_inst_5a_2.started,intro_sure_2.started,intro_sure_txt_2.started,instructions_t1_chosen_gamble.stopped,instructions_t1_outcome.started,total_prompt_inst_5a.started,p_outcome_square_2.started,intro_outcome_text_5.started,intro_outcome_text.started,intro_next_trial_txt_2.started,intro_next_trial_input_2.started,instructions_t1_outcome.stopped,intro_next_trial_input_2.keys,intro_next_trial_input_2.rt,intro_next_trial_input_2.duration,intro_iti.started,text_4.started,intro_iti.stopped,instructions_t2_target_on_choice.started,fixation_inst_5b.started,intro_sure_3.started,intro_gambletop_2.started,intro_gamblelow_2.started,intro_sure_txt_3.started,intro_gambletop_txt_2.started,intro_gambletop_p_2.started,intro_gamblelow_txt_2.started,intro_gamblelow_p_2.started,text_inst_5b.started,choice_inst_5b.started,instructions_t2_target_on_choice.stopped,choice_inst_5b.keys,choice_inst_5b.rt,choice_inst_5b.duration,instructions_t2_chosen_gamble.started,fixation_inst_5a_3.started,intro_gambletop_3.started,intro_gamblelow_3.started,intro_gambletop_txt_3.started,intro_gambletop_p_3.started,intro_gamblelow_txt_3.started,intro_gamblelow_p_3.started,instructions_t2_chosen_gamble.stopped,instructions_t2_outcome.started,total_prompt_inst_5a_2.started,p_outcome_square_3.started,intro_outcome_text_3.started,intro_outcome_text_2.started,intro_next_trial_txt.started,intro_next_trial_input.started,instructions_t2_outcome.stopped,intro_next_trial_input.keys,intro_next_trial_input.rt,intro_next_trial_input.duration,instructions6.started,instructions_text.started,Continue_txt_2.started,key_resp_inst_5.started,instructions6.stopped,key_resp_inst_5.keys,key_resp_inst_5.rt,key_resp_inst_5.duration,instructions7.started,total_prompt_inst_5a_3.started,fixation_inst_5a_6.started,prog_5.started,p_outcome_square_4.started,intro_outcome_text_4.started,instrutions_text.started,key_resp_inst_6.started,arrow1.started,arrow2.started,instructions7.stopped,key_resp_inst_6.keys,key_resp_inst_6.rt,key_resp_inst_6.duration,instructions8.started,instructions_text_3.started,Continue_txt_3.started,key_resp_inst_7.started,instructions8.stopped,key_resp_inst_7.keys,key_resp_inst_7.rt,key_resp_inst_7.duration,happy_overall.started,question_3.started,happiness_rating_overall.started,low_end_text_3.started,high_end_text_3.started,key_resp_7.started,exit_text_4.started,happy_overall.stopped,happiness_rating_overall.response,happiness_rating_overall.rt,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,instructions10.started,instructions_text_6.started,Continue_txt_4.started,key_resp_inst_8.started,instructions10.stopped,key_resp_inst_8.keys,key_resp_inst_8.rt,key_resp_inst_8.duration,happy_base.started,question_5.started,happiness_rating_baseline.started,low_end_text_5.started,high_end_text_5.started,exit_text_3.started,key_resp_8.started,happy_base.stopped,happiness_rating_baseline.response,happiness_rating_baseline.rt,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,instructions10_2.started,instructions_text_2.started,Continue_txt_6.started,key_resp_inst_11.started,instructions10_2.stopped,key_resp_inst_11.keys,key_resp_inst_11.rt,key_resp_inst_11.duration,instructions11.started,instructions_text_7.started,Continue_txt_5.started,key_resp_inst_9.started,instructions11.stopped,key_resp_inst_9.keys,key_resp_inst_9.rt,key_resp_inst_9.duration,first_delay.started,text_3.started,first_delay.stopped,p_options_show.started,p_fixation_cross_4.started,p_box1.started,p_box2.started,p_box3.started,p_box4.started,p_box1_mag.started,p_box1_P.started,p_box2_mag.started,p_box2_P.started,p_box3_mag.started,p_box3_P.started,p_box4_mag.started,p_box4_P.started,p_choice.started,practice_txt_2.started,p_options_show.stopped,practice_trials.p_choice.keys,practice_trials.p_choice.rt,practice_trials.p_choice.duration,choice_prac,p_chosen_option.started,fixation_5.started,p_box1_2.started,p_box2_2.started,p_box3_2.started,p_box4_2.started,p_box1_mag_2.started,p_box1_P_2.started,p_box2_mag_2.started,p_box2_P_2.started,p_box3_mag_2.started,p_box3_P_2.started,p_box4_mag_2.started,p_box4_P_2.started,practice_txt_3.started,p_chosen_option.stopped,current_money_prac,outcome_prac,p_reward_outcome.started,p_money_prompt.started,practice_txt.started,p_outcome_square.started,p_outcome_text.started,p_reward_txt.started,p_prog_bar.started,p_next_trial_txt.started,p_next_trial_input.started,p_reward_outcome.stopped,practice_trials.p_next_trial_input.keys,practice_trials.p_next_trial_input.rt,practice_trials.p_next_trial_input.duration,iti.started,text.started,iti.stopped,p_happiness_trial.started,p_happiness_trial.stopped,practice_trials.happiness_rating_prac.response,practice_trials.happiness_rating_prac.rt,practice_trials.key_resp_5.keys,p_h_iti.started,p_h_iti.stopped,repeat_practice.started,repeat_practice.stopped,practice_trials.key_resp_9.keys,repeat_iti.started,repeat_iti.stopped,question_4.started,happiness_rating_prac.started,low_end_text_4.started,high_end_text_4.started,exit_text_2.started,key_resp_5.started,practice_trials.key_resp_5.rt,practice_trials.key_resp_5.duration,text_2.started,repeat_practice_txt.started,key_resp_9.started,practice_trials.key_resp_9.rt,practice_trials.key_resp_9.duration,instructions12.started,instructions_text_8.started,key_resp_inst_10.started,instructions12.stopped,key_resp_inst_10.keys,key_resp_inst_10.rt,key_resp_inst_10.duration,options_show.started,fixation_cross_2.started,box1.started,box2.started,box3.started,box4.started,box1_mag.started,box1_P.started,box2_mag.started,box2_P.started,box3_mag.started,box3_P.started,box4_mag.started,box4_P.started,user_choice.started,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.303300250001485,14.313852416991722,14.313852416991722,14.313852416991722,14.313852416991722,14.313852416991722,14.313852416991722,14.313852416991722,15.291328708990477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.291674292006064,15.300976375001483,15.300976375001483,15.300976375001483,15.300976375001483,16.283016125002177,16.283016125002177,17.55323550000321,space,1.265975750022335,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.55326200000127,17.563479500007816,17.563479500007816,17.563479500007816,21.741910959011875,return,4.170488458010368,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.742251874995418,21.754563708993373,21.754563708993373,21.754563708993373,21.754563708993373,21.754563708993373,21.754563708993373,21.754563708993373,21.754563708993373,21.754563708993373,23.24345574999461,return,1.4794330420263577,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.24348508400726,23.25344058399787,23.25344058399787,23.25344058399787,24.53293516699341,return,1.2716845000104513,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.533379125001375,24.56858600000851,24.56858600000851,24.56858600000851,24.56858600000851,24.56858600000851,24.56858600000851,28.853107167000417,11.0,2.969766916008666,return,4.275324083981104,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.85314004198881,28.863215084013063,28.863215084013063,28.863215084013063,29.98667966699577,return,1.1207609999983106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.98712970901397,29.996864709013607,32.511766624986194,32.511766624986194,32.511766624986194,32.511766624986194,32.511766624986194,34.44064241700107,6.0,4.192151249997551,return,1.9117115829722025,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.44068004199653,34.44906650000485,34.44906650000485,34.44906650000485,35.403171374986414,return,0.9501177909842227,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.40320766699733,35.41463124999427,35.41463124999427,35.41463124999427,35.88271337500191,return,0.46522604097845033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.882741334004095,35.891751541988924,37.865593499998795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,0,0,0,,,,right,5.639827957988018,None,space,0.9675114580022637,None,None,None,None,None,,,,,,,,,0,0,0,0,,,,,37.889492334012175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.87436399998842,37.889492334012175,37.889492334012175,37.889492334012175,37.889492334012175,37.889492334012175,37.889492334012175,37.889492334012175,37.889492334012175,37.889492334012175,37.889492334012175,37.889492334012175,37.889492334012175,37.889492334012175,37.889492334012175,37.889492334012175,43.535006416990655,right,5.639827957988018,None,1,43.54077345901169,43.55306920901057,43.55306920901057,43.55306920901057,43.55306920901057,43.55306920901057,43.55306920901057,43.55306920901057,43.55306920901057,43.55306920901057,43.55306920901057,43.55306920901057,43.55306920901057,43.55306920901057,43.55306920901057,44.52554020899697,5,1,44.53261166700395,44.54352045900305,44.54352045900305,44.54352045900305,44.54352045900305,44.54352045900305,44.54352045900305,45.51758441698621,45.51758441698621,46.49306741700275,space,0.9675114580022637,None,46.49310529200011,46.501660792011535,47.48243333399296,47.48297495901352,47.483183667005505,None,None,None,47.48321970901452,47.48323424998671,47.48324525001226,47.48325916699832,None,47.48327516700374,47.48329720899346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,1,0,1,,,,left,1.5209518749907147,None,space,0.4985459170129616,None,None,None,None,None,,,,,,,,,1,0,1,0,,,,,47.497952709003584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.488513624994084,47.497952709003584,47.497952709003584,47.497952709003584,47.497952709003584,47.497952709003584,47.497952709003584,47.497952709003584,47.497952709003584,47.497952709003584,47.497952709003584,47.497952709003584,47.497952709003584,47.497952709003584,47.497952709003584,47.497952709003584,49.027779875003034,left,1.5209518749907147,None,0,49.03183024999453,49.04154604198993,49.04154604198993,49.04154604198993,49.04154604198993,49.04154604198993,49.04154604198993,49.04154604198993,49.04154604198993,49.04154604198993,49.04154604198993,49.04154604198993,49.04154604198993,49.04154604198993,49.04154604198993,50.015721333998954,5.5,-1,50.01845679199323,50.02799508400494,50.02799508400494,50.02799508400494,50.02799508400494,50.02799508400494,50.02799508400494,51.00964583401219,51.00964583401219,51.50949608400697,space,0.4985459170129616,None,51.509530709008686,51.51767387500149,52.498775459011085,52.49930900000618,52.49951316701481,None,None,None,52.49954795901431,52.49956204200862,52.49957287500729,52.49958649999462,None,52.49960295899655,52.49961658401298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,2,0,2,,,,right,4.679939166991971,None,space,0.35823779201018624,None,7.0,4.336854624998523,return,None,2.6355817079893313,None,,,,,,,2,0,2,0,,,,,52.511974249995546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.50173179199919,52.511974249995546,52.511974249995546,52.511974249995546,52.511974249995546,52.511974249995546,52.511974249995546,52.511974249995546,52.511974249995546,52.511974249995546,52.511974249995546,52.511974249995546,52.511974249995546,52.511974249995546,52.511974249995546,52.511974249995546,57.194238416996086,right,4.679939166991971,None,1,57.19639283401193,57.20514562499011,57.20514562499011,57.20514562499011,57.20514562499011,57.20514562499011,57.20514562499011,57.20514562499011,57.20514562499011,57.20514562499011,57.20514562499011,57.20514562499011,57.20514562499011,57.20514562499011,57.20514562499011,58.18348716699984,5.65,1,58.18575333399349,58.20851058399421,58.20851058399421,58.20851058399421,58.20851058399421,58.20851058399421,58.20851058399421,59.17688829198596,59.17688829198596,59.54321020899806,space,0.35823779201018624,None,59.5432449170039,59.5502622500062,60.53213362500537,60.53258666698821,65.69507770900964,7.0,4.336854624998523,return,65.6951230840059,66.68187875000876,66.68190054199658,66.68191808401025,None,66.68193987500854,66.68195320898667,60.541569916997105,63.0493098750012,63.0493098750012,63.0493098750012,63.0493098750012,63.0493098750012,2.6355817079893313,None,65.70247879199451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,3,0,3,,,,left,0.9978323749965057,None,space,1.055999709002208,None,None,None,None,None,,,,,,,,,3,0,3,0,,,,,66.6968895420141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.68741300000693,66.6968895420141,66.6968895420141,66.6968895420141,66.6968895420141,66.6968895420141,66.6968895420141,66.6968895420141,66.6968895420141,66.6968895420141,66.6968895420141,66.6968895420141,66.6968895420141,66.6968895420141,66.6968895420141,66.6968895420141,67.70210208400385,left,0.9978323749965057,None,0,67.70666783399065,67.71563212500769,67.71563212500769,67.71563212500769,67.71563212500769,67.71563212500769,67.71563212500769,67.71563212500769,67.71563212500769,67.71563212500769,67.71563212500769,67.71563212500769,67.71563212500769,67.71563212500769,67.71563212500769,68.69173737498932,6.15,1,68.69449587501003,68.7032911250135,68.7032911250135,68.7032911250135,68.7032911250135,68.7032911250135,68.7032911250135,69.68483424998703,69.68483424998703,70.7592649589933,space,1.055999709002208,None,70.75930450001033,70.76648266700795,71.74809333399753,71.74861454201164,71.7488103749929,None,None,None,71.74884462499176,71.74885829200502,71.7488690839964,71.74888162501156,None,71.74889770901063,71.74891062499955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,4,0,4,,,,left,2.1721086250036024,None,space,0.894806291005807,None,7.0,4.234098707995145,return,None,2.4413394579896703,None,,,,,,,4,0,4,0,,,,,71.76345416699769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.75384062499506,71.76345416699769,71.76345416699769,71.76345416699769,71.76345416699769,71.76345416699769,71.76345416699769,71.76345416699769,71.76345416699769,71.76345416699769,71.76345416699769,71.76345416699769,71.76345416699769,71.76345416699769,71.76345416699769,71.76345416699769,73.93658337500528,left,2.1721086250036024,None,0,73.94221945898607,73.95191929201246,73.95191929201246,73.95191929201246,73.95191929201246,73.95191929201246,73.95191929201246,73.95191929201246,73.95191929201246,73.95191929201246,73.95191929201246,73.95191929201246,73.95191929201246,73.95191929201246,73.95191929201246,74.92484133399557,6.45,-1,74.92704941699049,74.93602237501182,74.93602237501182,74.93602237501182,74.93602237501182,74.93602237501182,74.93602237501182,75.91932899999665,75.91932899999665,76.82075820901082,space,0.894806291005807,None,76.82079825000255,76.82926754199434,77.80826658400474,77.8087272499979,82.7743381249893,7.0,4.234098707995145,return,82.77439816700644,83.75809354201192,83.75811458399403,83.7581315000134,None,83.7581529589952,83.758166042011,77.81642908399226,80.31536308399518,80.31536308399518,80.31536308399518,80.31536308399518,80.31536308399518,2.4413394579896703,None,82.78028112501488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,5,0,5,,,,right,1.0533242500096094,None,space,0.1470422080019489,None,None,None,None,None,,,,,,,,,5,0,5,0,,,,,83.77055629200186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.76093966700137,83.77055629200186,83.77055629200186,83.77055629200186,83.77055629200186,83.77055629200186,83.77055629200186,83.77055629200186,83.77055629200186,83.77055629200186,83.77055629200186,83.77055629200186,83.77055629200186,83.77055629200186,83.77055629200186,83.77055629200186,84.82719054201152,right,1.0533242500096094,None,1,84.83013283400214,84.83890620901366,84.83890620901366,84.83890620901366,84.83890620901366,84.83890620901366,84.83890620901366,84.83890620901366,84.83890620901366,84.83890620901366,84.83890620901366,84.83890620901366,84.83890620901366,84.83890620901366,84.83890620901366,85.81680604201392,6.6000000000000005,1,85.8193726669997,85.82922570899245,85.82922570899245,85.82922570899245,85.82922570899245,85.82922570899245,85.82922570899245,86.80994570901385,86.80994570901385,86.9652367089875,space,0.1470422080019489,None,86.96529083399219,86.97533237500465,87.94857995898928,87.94924137499765,87.94949916700716,None,None,None,87.94954395899549,87.94956245899084,87.94957662498928,87.94959324999945,None,87.94961429201066,87.94963145899237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
,6,0,6,,,,left,1.718237749999389,None,space,0.11573358398163691,None,7.0,2.918961332994513,return,None,0.9798099170147907,None,,,,,,,6,0,6,0,,,,,87.96654554200359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9562941250042,87.96654554200359,87.96654554200359,87.96654554200359,87.96654554200359,87.96654554200359,87.96654554200359,87.96654554200359,87.96654554200359,87.96654554200359,87.96654554200359,87.96654554200359,87.96654554200359,87.96654554200359,87.96654554200359,87.96654554200359,89.69235233400832,left,1.718237749999389,None,0,89.69690583398915,89.70583233400248,89.70583233400248,89.70583233400248,89.70583233400248,89.70583233400248,89.70583233400248,89.70583233400248,89.70583233400248,89.70583233400248,89.70583233400248,89.70583233400248,89.70583233400248,89.70583233400248,89.70583233400248,90.67702324999846,7.1000000000000005,1,90.67863675000262,90.68742287499481,90.68742287499481,90.68742287499481,90.68742287499481,90.68742287499481,90.68742287499481,91.6685559170146,91.6685559170146,91.79261566701462,space,0.11573358398163691,None,91.79265512499842,91.80023629200878,92.78096400000504,92.7814819169871,96.29251766699599,7.0,2.918961332994513,return,96.29256245901342,97.27530920901336,97.27533095900435,97.27534870899399,None,97.2753717089945,97.27538570901379,92.79119524999987,95.29043291701237,95.29043291701237,95.29043291701237,95.29043291701237,95.29043291701237,0.9798099170147907,None,96.29981137500727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21_16h46.36.023,Mood4,2024.2.4,2026-04-21 16h46.43.613665 -0400,
