Intro_text,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,p_choice.keys,p_choice.rt,p_choice.duration,p_next_trial_input.keys,p_next_trial_input.rt,p_next_trial_input.duration,happiness_rating_prac.response,happiness_rating_prac.rt,key_resp_5.keys,key_resp_9.keys,key_resp_5.rt,key_resp_5.duration,key_resp_9.rt,key_resp_9.duration,Intros.thisRepN,Intros.thisTrialN,Intros.thisN,Intros.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,dateTime,consent.started,text_9.started,button.started,consent.stopped,button.numClicks,button.timesOn,button.timesOff,instructions1.started,Intro_text_show.started,Continue_txt.started,key_resp.started,instructions1.stopped,Intros.key_resp.keys,Intros.key_resp.rt,Intros.key_resp.duration,instructions_t1_target_on_choice.started,fixation_inst_5a.started,intro_sure.started,intro_sure_txt.started,intro_gambletop.started,intro_gambletop_txt.started,intro_gambletop_p.started,intro_gamblelow.started,intro_gamblelow_txt.started,intro_gamblelow_p.started,text_inst_5a.started,choice_inst_5a.started,instructions_t1_target_on_choice.stopped,choice_inst_5a.keys,choice_inst_5a.rt,choice_inst_5a.duration,instructions_t1_chosen_gamble.started,fixation_inst_5a_2.started,intro_sure_2.started,intro_sure_txt_2.started,instructions_t1_chosen_gamble.stopped,instructions_t1_outcome.started,total_prompt_inst_5a.started,p_outcome_square_2.started,intro_outcome_text_5.started,intro_outcome_text.started,intro_next_trial_txt_2.started,intro_next_trial_input_2.started,instructions_t1_outcome.stopped,intro_next_trial_input_2.keys,intro_next_trial_input_2.rt,intro_next_trial_input_2.duration,intro_iti.started,text_4.started,intro_iti.stopped,instructions_t2_target_on_choice.started,fixation_inst_5b.started,intro_sure_3.started,intro_gambletop_2.started,intro_gamblelow_2.started,intro_sure_txt_3.started,intro_gambletop_txt_2.started,intro_gambletop_p_2.started,intro_gamblelow_txt_2.started,intro_gamblelow_p_2.started,text_inst_5b.started,choice_inst_5b.started,instructions_t2_target_on_choice.stopped,choice_inst_5b.keys,choice_inst_5b.rt,choice_inst_5b.duration,instructions_t2_chosen_gamble.started,fixation_inst_5a_3.started,intro_gambletop_3.started,intro_gamblelow_3.started,intro_gambletop_txt_3.started,intro_gambletop_p_3.started,intro_gamblelow_txt_3.started,intro_gamblelow_p_3.started,instructions_t2_chosen_gamble.stopped,instructions_t2_outcome.started,total_prompt_inst_5a_2.started,p_outcome_square_3.started,intro_outcome_text_3.started,intro_outcome_text_2.started,intro_next_trial_txt.started,intro_next_trial_input.started,instructions_t2_outcome.stopped,intro_next_trial_input.keys,intro_next_trial_input.rt,intro_next_trial_input.duration,instructions6.started,instructions_text.started,Continue_txt_2.started,key_resp_inst_5.started,instructions6.stopped,key_resp_inst_5.keys,key_resp_inst_5.rt,key_resp_inst_5.duration,instructions7.started,total_prompt_inst_5a_3.started,fixation_inst_5a_6.started,prog_5.started,p_outcome_square_4.started,intro_outcome_text_4.started,instrutions_text.started,key_resp_inst_6.started,arrow1.started,arrow2.started,instructions7.stopped,key_resp_inst_6.keys,key_resp_inst_6.rt,key_resp_inst_6.duration,instructions8.started,instructions_text_3.started,Continue_txt_3.started,key_resp_inst_7.started,instructions8.stopped,key_resp_inst_7.keys,key_resp_inst_7.rt,key_resp_inst_7.duration,happy_overall.started,question_3.started,happiness_rating_overall.started,low_end_text_3.started,high_end_text_3.started,key_resp_7.started,exit_text_4.started,happy_overall.stopped,happiness_rating_overall.response,happiness_rating_overall.rt,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,instructions10.started,instructions_text_6.started,Continue_txt_4.started,key_resp_inst_8.started,instructions10.stopped,key_resp_inst_8.keys,key_resp_inst_8.rt,key_resp_inst_8.duration,happy_base.started,question_5.started,happiness_rating_baseline.started,low_end_text_5.started,high_end_text_5.started,exit_text_3.started,key_resp_8.started,happy_base.stopped,happiness_rating_baseline.response,happiness_rating_baseline.rt,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,instructions10_2.started,instructions_text_2.started,Continue_txt_6.started,key_resp_inst_11.started,instructions10_2.stopped,key_resp_inst_11.keys,key_resp_inst_11.rt,key_resp_inst_11.duration,instructions11.started,instructions_text_7.started,Continue_txt_5.started,key_resp_inst_9.started,instructions11.stopped,key_resp_inst_9.keys,key_resp_inst_9.rt,key_resp_inst_9.duration,first_delay.started,text_3.started,first_delay.stopped,options,gamble_result,p_options_show.started,p_fixation_cross_4.started,p_box1.started,p_box2.started,p_box3.started,p_box4.started,p_box1_mag.started,p_box1_P.started,p_box2_mag.started,p_box2_P.started,p_box3_mag.started,p_box3_P.started,p_box4_mag.started,p_box4_P.started,p_choice.started,practice_txt_2.started,p_options_show.stopped,practice_trials.p_choice.keys,practice_trials.p_choice.rt,practice_trials.p_choice.duration,choice_prac,p_chosen_option.started,fixation_5.started,p_box1_2.started,p_box2_2.started,p_box3_2.started,p_box4_2.started,p_box1_mag_2.started,p_box1_P_2.started,p_box2_mag_2.started,p_box2_P_2.started,p_box3_mag_2.started,p_box3_P_2.started,p_box4_mag_2.started,p_box4_P_2.started,practice_txt_3.started,p_chosen_option.stopped,current_money_prac,outcome_prac,added_prac,p_reward_outcome.started,p_money_prompt.started,practice_txt.started,p_outcome_square.started,p_outcome_text.started,p_reward_txt.started,p_prog_bar.started,p_next_trial_txt.started,p_next_trial_input.started,p_reward_outcome.stopped,practice_trials.p_next_trial_input.keys,practice_trials.p_next_trial_input.rt,practice_trials.p_next_trial_input.duration,iti.started,text.started,iti.stopped,p_happiness_trial.started,p_happiness_trial.stopped,practice_trials.happiness_rating_prac.response,practice_trials.happiness_rating_prac.rt,practice_trials.key_resp_5.keys,p_h_iti.started,p_h_iti.stopped,repeat_practice.started,repeat_practice.stopped,practice_trials.key_resp_9.keys,repeat_iti.started,repeat_iti.stopped,question_4.started,happiness_rating_prac.started,low_end_text_4.started,high_end_text_4.started,exit_text_2.started,key_resp_5.started,practice_trials.key_resp_5.rt,practice_trials.key_resp_5.duration,text_2.started,repeat_practice_txt.started,key_resp_9.started,practice_trials.key_resp_9.rt,practice_trials.key_resp_9.duration,instructions12.started,instructions_text_8.started,key_resp_inst_10.started,instructions12.stopped,key_resp_inst_10.keys,key_resp_inst_10.rt,key_resp_inst_10.duration,options_show.started,fixation_cross_2.started,box1.started,box2.started,box3.started,box4.started,box1_mag.started,box1_P.started,box2_mag.started,box2_P.started,box3_mag.started,box3_P.started,box4_mag.started,box4_P.started,user_choice.started,p_Late_input_2.started,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.07762675001868,8.092636207991745,8.092636207991745,8.092636207991745,8.092636207991745,8.092636207991745,8.092636207991745,8.092636207991745,9.059260083013214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.059561792004388,9.075796749995789,9.075796749995789,9.075796749995789,9.075796749995789,10.059425582992844,10.059425582992844,10.476221874996554,space,0.4013589159876574,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.476252749998821,10.492022833001101,10.492022833001101,10.492022833001101,11.1431171669974,return,0.6434632909949869,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.143422916997224,11.159043082996504,11.159043082996504,11.159043082996504,11.159043082996504,11.159043082996504,11.159043082996504,11.159043082996504,11.159043082996504,11.159043082996504,11.9924748330086,return,0.8326424580009189,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.992503624991514,12.008985332999146,12.008985332999146,12.008985332999146,12.676307832996827,return,0.6553772499901243,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.676724249991821,12.709106291993521,12.709106291993521,12.709106291993521,12.709106291993521,12.709106291993521,12.709106291993521,14.613542875013081,13.0,1.1664575419854373,return,1.8917455839982722,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.613570542016532,14.62390974999289,14.62390974999289,14.62390974999289,15.325664875010261,return,0.6850039589917287,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.326053750002757,15.342047417012509,17.842882208002266,17.842882208002266,17.842882208002266,17.842882208002266,17.842882208002266,18.92792608300806,9.0,2.9837417079834267,return,1.0783230419910979,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.927962832996855,18.94073324999772,18.94073324999772,18.94073324999772,19.709886083001038,return,0.7602643330174033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.70991533299093,19.726009542006068,19.726009542006068,19.726009542006068,20.17650233299355,return,0.43671929198899306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.176529417018173,20.191169249999803,22.174414583016187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
,0,0,0,,,,right,2.1882495419995394,None,space,0.44518995902035385,None,None,None,None,None,,,,,,,,,0,0,0,0,,,,,22.19305970799178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.7  0.1  0.3  0.03 1.  ],[0.12],22.180201542010764,22.19305970799178,22.19305970799178,22.19305970799178,22.19305970799178,22.19305970799178,22.19305970799178,22.19305970799178,22.19305970799178,22.19305970799178,22.19305970799178,22.19305970799178,22.19305970799178,22.19305970799178,22.19305970799178,22.19305970799178,24.39329666699632,right,2.1882495419995394,None,1,24.397735083010048,24.41009220801061,24.41009220801061,24.41009220801061,24.41009220801061,24.41009220801061,24.41009220801061,24.41009220801061,24.41009220801061,24.41009220801061,24.41009220801061,24.41009220801061,24.41009220801061,24.41009220801061,24.41009220801061,25.39258250000421,5,-1,0.03,25.39835312499781,25.409551749995444,25.409551749995444,25.409551749995444,25.409551749995444,25.409551749995444,25.409551749995444,26.408665666996967,26.408665666996967,26.858321250008885,space,0.44518995902035385,None,26.858368999994127,26.87576004199218,27.843008499999996,27.84340566699393,27.843542667018482,None,None,None,27.843571458011866,27.843581249995623,27.84358929199516,27.843600416992558,None,27.843611292017158,27.843624375003856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
,1,0,1,,,,left,0.9922312909911852,None,space,0.3794612089986913,None,11.0,3.2312490839976817,return,None,1.5668367499893066,None,,,,,,,1,0,1,0,,,,,27.85819833300775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.03 1.   0.   0.8  0.05 0.2 ],[0.09],27.847360042011132,27.85819833300775,27.85819833300775,27.85819833300775,27.85819833300775,27.85819833300775,27.85819833300775,27.85819833300775,27.85819833300775,27.85819833300775,27.85819833300775,27.85819833300775,27.85819833300775,27.85819833300775,27.85819833300775,27.85819833300775,28.859948833007365,left,0.9922312909911852,None,0,28.863352292013587,28.875508291996084,28.875508291996084,28.875508291996084,28.875508291996084,28.875508291996084,28.875508291996084,28.875508291996084,28.875508291996084,28.875508291996084,28.875508291996084,28.875508291996084,28.875508291996084,28.875508291996084,28.875508291996084,29.84257933299523,5.03,-1,0.03,29.84442795801442,29.85790816700319,29.85790816700319,29.85790816700319,29.85790816700319,29.85790816700319,29.85790816700319,30.841100499994354,30.841100499994354,31.224745292012813,space,0.3794612089986913,None,31.224793166999007,31.242229833005695,32.20954683300806,32.209944333008025,36.30923412501579,11.0,3.2312490839976817,return,36.30928333301563,37.29256900001201,37.292588458018145,37.292602417001035,None,37.29262033299892,37.29263366700616,32.225828374997946,34.72405308301677,34.72405308301677,34.72405308301677,34.72405308301677,34.72405308301677,1.5668367499893066,None,36.325903167016804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
,2,0,2,,,,right,0.9764593750005588,None,space,0.29068025000742637,None,None,None,None,None,,,,,,,,,2,0,2,0,,,,,37.309175583010074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.6  0.1  0.4  0.05 1.  ],[0.02],37.296072791999904,37.309175583010074,37.309175583010074,37.309175583010074,37.309175583010074,37.309175583010074,37.309175583010074,37.309175583010074,37.309175583010074,37.309175583010074,37.309175583010074,37.309175583010074,37.309175583010074,37.309175583010074,37.309175583010074,37.309175583010074,38.29331462501432,right,0.9764593750005588,None,1,38.29611237501376,38.309517582994886,38.309517582994886,38.309517582994886,38.309517582994886,38.309517582994886,38.309517582994886,38.309517582994886,38.309517582994886,38.309517582994886,38.309517582994886,38.309517582994886,38.309517582994886,38.309517582994886,38.309517582994886,39.276053333014715,5.0600000000000005,-1,0.05,39.27830304199597,39.292506166995736,39.292506166995736,39.292506166995736,39.292506166995736,39.292506166995736,39.292506166995736,40.275171375018544,40.275171375018544,40.57523195800604,space,0.29068025000742637,None,40.57526795801823,40.592047707992606,41.559238999994704,41.55964687501546,41.559787083009724,None,None,None,41.55981599999359,41.559826167009305,41.559833833016455,41.5598428749945,None,41.55985412499285,41.5598629169981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
,3,0,3,,,,right,1.0901864999905229,None,space,0.22648725000908598,None,9.0,2.831839917023899,return,None,0.991924707981525,None,,,,,,,3,0,3,0,,,,,41.57571104200906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.6  0.1  0.4  0.03 1.  ],[0.78],41.560989042016445,41.57571104200906,41.57571104200906,41.57571104200906,41.57571104200906,41.57571104200906,41.57571104200906,41.57571104200906,41.57571104200906,41.57571104200906,41.57571104200906,41.57571104200906,41.57571104200906,41.57571104200906,41.57571104200906,41.57571104200906,42.67453650000971,right,1.0901864999905229,None,1,42.67581387501559,42.69049233300029,42.69049233300029,42.69049233300029,42.69049233300029,42.69049233300029,42.69049233300029,42.69049233300029,42.69049233300029,42.69049233300029,42.69049233300029,42.69049233300029,42.69049233300029,42.69049233300029,42.69049233300029,43.659156167006586,5.11,-1,0.03,43.661564250011,43.675578041991685,43.675578041991685,43.675578041991685,43.675578041991685,43.675578041991685,43.675578041991685,44.67444487501052,44.67444487501052,44.90839466699981,space,0.22648725000908598,None,44.908431167015806,44.92570637501194,45.89260054199258,45.89304916700348,49.442906832991866,9.0,2.831839917023899,return,49.442953916994156,50.42601879200083,50.426038125006016,50.42605208299938,None,50.42606950001209,50.42608016700251,45.90931950000231,48.42544070800068,48.42544070800068,48.42544070800068,48.42544070800068,48.42544070800068,0.991924707981525,None,49.458911541994894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
,4,0,4,,,,left,0.520926540979417,None,space,0.02586854199762456,None,None,None,None,None,,,,,,,,,4,0,4,0,,,,,50.440361624991056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.03 1.   0.   0.5  0.05 0.5 ],[0.85],50.42952316699666,50.440361624991056,50.440361624991056,50.440361624991056,50.440361624991056,50.440361624991056,50.440361624991056,50.440361624991056,50.440361624991056,50.440361624991056,50.440361624991056,50.440361624991056,50.440361624991056,50.440361624991056,50.440361624991056,50.440361624991056,50.97446004199446,left,0.520926540979417,None,0,50.977939250005875,50.99231329199392,50.99231329199392,50.99231329199392,50.99231329199392,50.99231329199392,50.99231329199392,50.99231329199392,50.99231329199392,50.99231329199392,50.99231329199392,50.99231329199392,50.99231329199392,50.99231329199392,50.99231329199392,51.95933054201305,5.140000000000001,-1,0.03,51.96101583301788,51.975848833011696,51.975848833011696,51.975848833011696,51.975848833011696,51.975848833011696,51.975848833011696,52.97528708301252,52.97528708301252,53.00810645800084,space,0.02586854199762456,None,53.00813975001802,53.02419591700891,53.9923582499905,53.99275808301172,53.992895625007804,None,None,None,53.99292166699888,53.99293133299216,53.99293904201477,53.992947791994084,None,53.992958874994656,53.99296758300625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
,5,0,5,,,,right,1.5858318750106264,None,space,0.07210420799674466,None,None,None,None,None,,,,,,,,,5,0,5,0,,,,,54.00852475001011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.05 1.   0.   0.5  0.1  0.5 ],[0.38],53.994743624993134,54.00852475001011,54.00852475001011,54.00852475001011,54.00852475001011,54.00852475001011,54.00852475001011,54.00852475001011,54.00852475001011,54.00852475001011,54.00852475001011,54.00852475001011,54.00852475001011,54.00852475001011,54.00852475001011,54.00852475001011,55.610010042000795,right,1.5858318750106264,None,1,55.611592833010945,55.626157958002295,55.626157958002295,55.626157958002295,55.626157958002295,55.626157958002295,55.626157958002295,55.626157958002295,55.626157958002295,55.626157958002295,55.626157958002295,55.626157958002295,55.626157958002295,55.626157958002295,55.626157958002295,56.60917595800129,5.170000000000001,1,0.1,56.61155529200914,56.62578712499817,56.62578712499817,56.62578712499817,56.62578712499817,56.62578712499817,56.62578712499817,57.6245532920002,57.6245532920002,57.70843204201083,space,0.07210420799674466,None,57.7084672920173,57.724158083001385,58.69119775001309,58.69172366699786,58.69187100001727,None,None,None,58.691900417004945,58.691910249996,58.69191791699268,58.69192675000522,None,58.6919380830077,58.69194695801707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h03.40.012,Mood4,,2026.1.3,2026-04-24 13h03.41.066738 -0400,
