Intro_text,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,p_choice.keys,p_choice.rt,p_choice.duration,p_next_trial_input.keys,p_next_trial_input.rt,p_next_trial_input.duration,happiness_rating_prac.response,happiness_rating_prac.rt,key_resp_5.keys,key_resp_9.keys,key_resp_5.rt,key_resp_5.duration,key_resp_9.rt,key_resp_9.duration,Intros.thisRepN,Intros.thisTrialN,Intros.thisN,Intros.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,dateTime,consent.started,text_9.started,button.started,consent.stopped,button.numClicks,button.timesOn,button.timesOff,instructions1.started,Intro_text_show.started,Continue_txt.started,key_resp.started,instructions1.stopped,Intros.key_resp.keys,Intros.key_resp.rt,Intros.key_resp.duration,instructions_t1_target_on_choice.started,fixation_inst_5a.started,intro_sure.started,intro_sure_txt.started,intro_gambletop.started,intro_gambletop_txt.started,intro_gambletop_p.started,intro_gamblelow.started,intro_gamblelow_txt.started,intro_gamblelow_p.started,text_inst_5a.started,choice_inst_5a.started,instructions_t1_target_on_choice.stopped,choice_inst_5a.keys,choice_inst_5a.rt,choice_inst_5a.duration,instructions_t1_chosen_gamble.started,fixation_inst_5a_2.started,intro_sure_2.started,intro_sure_txt_2.started,instructions_t1_chosen_gamble.stopped,instructions_t1_outcome.started,total_prompt_inst_5a.started,p_outcome_square_2.started,intro_outcome_text_5.started,intro_outcome_text.started,intro_next_trial_txt_2.started,intro_next_trial_input_2.started,instructions_t1_outcome.stopped,intro_next_trial_input_2.keys,intro_next_trial_input_2.rt,intro_next_trial_input_2.duration,intro_iti.started,text_4.started,intro_iti.stopped,instructions_t2_target_on_choice.started,fixation_inst_5b.started,intro_sure_3.started,intro_gambletop_2.started,intro_gamblelow_2.started,intro_sure_txt_3.started,intro_gambletop_txt_2.started,intro_gambletop_p_2.started,intro_gamblelow_txt_2.started,intro_gamblelow_p_2.started,text_inst_5b.started,choice_inst_5b.started,instructions_t2_target_on_choice.stopped,choice_inst_5b.keys,choice_inst_5b.rt,choice_inst_5b.duration,instructions_t2_chosen_gamble.started,fixation_inst_5a_3.started,intro_gambletop_3.started,intro_gamblelow_3.started,intro_gambletop_txt_3.started,intro_gambletop_p_3.started,intro_gamblelow_txt_3.started,intro_gamblelow_p_3.started,instructions_t2_chosen_gamble.stopped,instructions_t2_outcome.started,total_prompt_inst_5a_2.started,p_outcome_square_3.started,intro_outcome_text_3.started,intro_outcome_text_2.started,intro_next_trial_txt.started,intro_next_trial_input.started,instructions_t2_outcome.stopped,intro_next_trial_input.keys,intro_next_trial_input.rt,intro_next_trial_input.duration,instructions6.started,instructions_text.started,Continue_txt_2.started,key_resp_inst_5.started,instructions6.stopped,key_resp_inst_5.keys,key_resp_inst_5.rt,key_resp_inst_5.duration,instructions7.started,total_prompt_inst_5a_3.started,fixation_inst_5a_6.started,prog_5.started,p_outcome_square_4.started,intro_outcome_text_4.started,instrutions_text.started,key_resp_inst_6.started,arrow1.started,arrow2.started,instructions7.stopped,key_resp_inst_6.keys,key_resp_inst_6.rt,key_resp_inst_6.duration,instructions8.started,instructions_text_3.started,Continue_txt_3.started,key_resp_inst_7.started,instructions8.stopped,key_resp_inst_7.keys,key_resp_inst_7.rt,key_resp_inst_7.duration,happy_overall.started,question_3.started,happiness_rating_overall.started,low_end_text_3.started,high_end_text_3.started,key_resp_7.started,exit_text_4.started,happy_overall.stopped,happiness_rating_overall.response,happiness_rating_overall.rt,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,instructions10.started,instructions_text_6.started,Continue_txt_4.started,key_resp_inst_8.started,instructions10.stopped,key_resp_inst_8.keys,key_resp_inst_8.rt,key_resp_inst_8.duration,happy_base.started,question_5.started,happiness_rating_baseline.started,low_end_text_5.started,high_end_text_5.started,exit_text_3.started,key_resp_8.started,happy_base.stopped,happiness_rating_baseline.response,happiness_rating_baseline.rt,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,instructions10_2.started,instructions_text_2.started,Continue_txt_6.started,key_resp_inst_11.started,instructions10_2.stopped,key_resp_inst_11.keys,key_resp_inst_11.rt,key_resp_inst_11.duration,instructions11.started,instructions_text_7.started,Continue_txt_5.started,key_resp_inst_9.started,instructions11.stopped,key_resp_inst_9.keys,key_resp_inst_9.rt,key_resp_inst_9.duration,first_delay.started,text_3.started,first_delay.stopped,options,gamble_result,p_options_show.started,p_fixation_cross_4.started,p_box1.started,p_box2.started,p_box3.started,p_box4.started,p_box1_mag.started,p_box1_P.started,p_box2_mag.started,p_box2_P.started,p_box3_mag.started,p_box3_P.started,p_box4_mag.started,p_box4_P.started,p_choice.started,practice_txt_2.started,p_options_show.stopped,practice_trials.p_choice.keys,practice_trials.p_choice.rt,practice_trials.p_choice.duration,choice_prac,p_chosen_option.started,fixation_5.started,p_box1_2.started,p_box2_2.started,p_box3_2.started,p_box4_2.started,p_box1_mag_2.started,p_box1_P_2.started,p_box2_mag_2.started,p_box2_P_2.started,p_box3_mag_2.started,p_box3_P_2.started,p_box4_mag_2.started,p_box4_P_2.started,practice_txt_3.started,p_chosen_option.stopped,current_money_prac,outcome_prac,added_prac,p_reward_outcome.started,p_money_prompt.started,practice_txt.started,p_outcome_square.started,p_outcome_text.started,p_reward_txt.started,p_prog_bar.started,p_next_trial_txt.started,p_next_trial_input.started,p_reward_outcome.stopped,practice_trials.p_next_trial_input.keys,practice_trials.p_next_trial_input.rt,practice_trials.p_next_trial_input.duration,iti.started,text.started,iti.stopped,p_happiness_trial.started,p_happiness_trial.stopped,practice_trials.happiness_rating_prac.response,practice_trials.happiness_rating_prac.rt,practice_trials.key_resp_5.keys,p_h_iti.started,p_h_iti.stopped,repeat_practice.started,repeat_practice.stopped,practice_trials.key_resp_9.keys,repeat_iti.started,repeat_iti.stopped,question_4.started,happiness_rating_prac.started,low_end_text_4.started,high_end_text_4.started,exit_text_2.started,key_resp_5.started,practice_trials.key_resp_5.rt,practice_trials.key_resp_5.duration,text_2.started,repeat_practice_txt.started,key_resp_9.started,practice_trials.key_resp_9.rt,practice_trials.key_resp_9.duration,instructions12.started,instructions_text_8.started,key_resp_inst_10.started,instructions12.stopped,key_resp_inst_10.keys,key_resp_inst_10.rt,key_resp_inst_10.duration,options_show.started,fixation_cross_2.started,box1.started,box2.started,box3.started,box4.started,box1_mag.started,box1_P.started,box2_mag.started,box2_P.started,box3_mag.started,box3_P.started,box4_mag.started,box4_P.started,user_choice.started,p_Late_input_2.started,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.910556374990847,6.925266209000256,6.925266209000256,6.925266209000256,6.925266209000256,6.925266209000256,6.925266209000256,6.925266209000256,7.906877000001259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.907340459001716,7.9230537499825004,7.9230537499825004,7.9230537499825004,7.9230537499825004,8.907092749985168,8.907092749985168,8.990571542002726,space,0.07980770801077597,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.990606334002223,9.006956041994272,9.006956041994272,9.006956041994272,9.590685792005388,return,0.5796170830144547,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.591001833992777,9.607120000000577,9.607120000000577,9.607120000000577,9.607120000000577,9.607120000000577,9.607120000000577,9.607120000000577,9.607120000000577,9.607120000000577,9.741492291999748,return,0.12860083300620317,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.74151704198448,9.75675883400254,9.75675883400254,9.75675883400254,9.942016499990132,return,0.17332808300852776,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.942439709004248,9.975501749984687,9.975501749984687,9.975501749984687,9.975501749984687,9.975501749984687,9.975501749984687,12.175252166984137,13.0,1.683834833005676,return,2.1910396669991314,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.175278791983146,12.191290249989834,12.191290249989834,12.191290249989834,13.05736416700529,return,0.8603250419837423,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.057821875001537,13.073364583979128,15.575416666979436,15.575416666979436,15.575416666979436,15.575416666979436,15.575416666979436,16.724463874998037,7.0,2.839317542006029,return,1.1220133749884553,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.724499999982072,16.740184333990328,16.740184333990328,16.740184333990328,17.5241264590004,return,0.768006875005085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.52415737498086,17.54027599998517,17.54027599998517,17.54027599998517,17.64191624999512,return,0.08726691600168124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.641941291978583,17.65823241698672,19.624833916983334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
,0,0,0,,,,left,0.6081792080076411,None,space,0.3355262500117533,None,None,None,None,None,,,,,,,,,0,0,0,0,,,,,19.644138292002026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.7  0.08 0.3  0.   1.  ],[0.95],19.630520249978872,19.644138292002026,19.644138292002026,19.644138292002026,19.644138292002026,19.644138292002026,19.644138292002026,19.644138292002026,19.644138292002026,19.644138292002026,19.644138292002026,19.644138292002026,19.644138292002026,19.644138292002026,19.644138292002026,19.644138292002026,20.259663042001193,left,0.6081792080076411,None,0,20.263978542003315,20.275494458997855,20.275494458997855,20.275494458997855,20.275494458997855,20.275494458997855,20.275494458997855,20.275494458997855,20.275494458997855,20.275494458997855,20.275494458997855,20.275494458997855,20.275494458997855,20.275494458997855,20.275494458997855,21.25730504200328,5,0,0,21.26359516699449,21.275172499998007,21.275172499998007,21.275172499998007,21.275172499998007,21.275172499998007,21.275172499998007,22.256625958980294,22.256625958980294,22.607457874983083,space,0.3355262500117533,None,22.60750574999838,22.62284987498424,23.59058954200009,23.591112541995244,23.591257166990545,None,None,None,23.591287333983928,23.591297541977838,23.59130595898023,23.591315249999752,None,23.59132579198922,23.59133812499931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
,1,0,1,,,,left,0.8021372079965658,None,space,0.1898622919979971,None,13.0,4.367351207998581,return,None,2.533938708016649,None,,,,,,,1,0,1,0,,,,,23.60687383398181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.05 1.   0.   0.6  0.1  0.4 ],[0.07],23.595338999992236,23.60687383398181,23.60687383398181,23.60687383398181,23.60687383398181,23.60687383398181,23.60687383398181,23.60687383398181,23.60687383398181,23.60687383398181,23.60687383398181,23.60687383398181,23.60687383398181,23.60687383398181,23.60687383398181,23.60687383398181,24.40982383399387,left,0.8021372079965658,None,0,24.413189249986317,24.42419874999905,24.42419874999905,24.42419874999905,24.42419874999905,24.42419874999905,24.42419874999905,24.42419874999905,24.42419874999905,24.42419874999905,24.42419874999905,24.42419874999905,24.42419874999905,24.42419874999905,24.42419874999905,25.40879037498962,5,-1,0.05,25.411763291980606,25.425241499993717,25.425241499993717,25.425241499993717,25.425241499993717,25.425241499993717,25.425241499993717,26.423524874990107,26.423524874990107,26.624275583977578,space,0.1898622919979971,None,26.624310208979296,26.640777666994836,27.607184583990602,27.607698916981462,32.66328095897916,13.0,4.367351207998581,return,32.66332516699913,33.65857958397828,33.6585994589841,33.65861212500022,None,33.65862954198383,33.65864012498059,27.62374824998551,30.125164583994774,30.125164583994774,30.125164583994774,30.125164583994774,30.125164583994774,2.533938708016649,None,32.673839916998986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
,2,0,2,,,,right,0.6767340000078548,None,space,0.2620419159939047,None,None,None,None,None,,,,,,,,,2,0,2,0,,,,,33.67551583398017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   1.   0.   0.7  0.05 0.3 ],[0.32],33.66155933399568,33.67551583398017,33.67551583398017,33.67551583398017,33.67551583398017,33.67551583398017,33.67551583398017,33.67551583398017,33.67551583398017,33.67551583398017,33.67551583398017,33.67551583398017,33.67551583398017,33.67551583398017,33.67551583398017,33.67551583398017,34.359469333983725,right,0.6767340000078548,None,1,34.362325208989205,34.37517166699399,34.37517166699399,34.37517166699399,34.37517166699399,34.37517166699399,34.37517166699399,34.37517166699399,34.37517166699399,34.37517166699399,34.37517166699399,34.37517166699399,34.37517166699399,34.37517166699399,34.37517166699399,35.342487374990014,5.05,0,0,35.34417595900595,35.35850670898799,35.35850670898799,35.35850670898799,35.35850670898799,35.35850670898799,35.35850670898799,36.356717499991646,36.356717499991646,36.62514870899031,space,0.2620419159939047,None,36.6251835419971,36.64083354198374,37.62535079199006,37.62576504200115,37.62590724998154,None,None,None,37.62593445897801,37.62594475000515,37.62595250000595,37.625961583980825,None,37.62597312498838,37.625982208992355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
,3,0,3,,,,right,0.5211341669782996,None,space,0.3747332080092747,None,None,None,None,None,,,,,,,,,3,0,3,0,,,,,37.64184224998462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.05 1.   0.   0.   0.   0.  ],[0.97],37.62748116700095,37.64184224998462,37.64184224998462,37.64184224998462,37.64184224998462,37.64184224998462,37.64184224998462,37.64184224998462,37.64184224998462,37.64184224998462,37.64184224998462,37.64184224998462,37.64184224998462,37.64184224998462,37.64184224998462,37.64184224998462,38.17545766700641,right,0.5211341669782996,None,1,38.1772298339929,38.19164141698275,38.19164141698275,38.19164141698275,38.19164141698275,38.19164141698275,38.19164141698275,38.19164141698275,38.19164141698275,38.19164141698275,38.19164141698275,38.19164141698275,38.19164141698275,38.19164141698275,38.19164141698275,39.158393083984265,5.05,-1,0.05,39.161165666999295,39.1750716669776,39.1750716669776,39.1750716669776,39.1750716669776,39.1750716669776,39.1750716669776,40.17361870899913,40.17361870899913,40.5575192499964,space,0.3747332080092747,None,40.55756016698433,40.57312083398574,41.54202699998859,41.542635916994186,41.54277745899162,None,None,None,41.54280412499793,41.54281354197883,41.542820999980904,41.54282983398298,None,41.54284074998577,41.54284945898689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
,4,0,4,,,,right,1.0757133750012144,None,space,0.4853427080088295,None,8.0,2.5338647499738727,return,None,0.9197111249959562,None,,,,,,,4,0,4,0,,,,,41.556405374984024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.07 1.   0.   0.2  0.08 0.8 ],[0.63],41.545364916994004,41.556405374984024,41.556405374984024,41.556405374984024,41.556405374984024,41.556405374984024,41.556405374984024,41.556405374984024,41.556405374984024,41.556405374984024,41.556405374984024,41.556405374984024,41.556405374984024,41.556405374984024,41.556405374984024,41.556405374984024,42.64252741698874,right,1.0757133750012144,None,1,42.645065541990334,42.658738458994776,42.658738458994776,42.658738458994776,42.658738458994776,42.658738458994776,42.658738458994776,42.658738458994776,42.658738458994776,42.658738458994776,42.658738458994776,42.658738458994776,42.658738458994776,42.658738458994776,42.658738458994776,43.6406082919857,5.1,1,0.08,43.6429822499922,43.658280874980846,43.658280874980846,43.658280874980846,43.658280874980846,43.658280874980846,43.658280874980846,44.64003408400458,44.64003408400458,45.140873333992204,space,0.4853427080088295,None,45.140919333993224,45.15659745899029,46.124848624982405,46.12524795898935,49.57604445898323,8.0,2.5338647499738727,return,49.57608933400479,50.55872637499124,50.55874695899547,50.558760083978996,None,50.55877849998069,50.55878962497809,46.141936500003794,48.62797362499987,48.62797362499987,48.62797362499987,48.62797362499987,48.62797362499987,0.9197111249959562,None,49.592379541980335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
,5,0,5,,,,left,0.9068442499847151,None,space,0.10873754200292751,None,None,None,None,None,,,,,,,,,5,0,5,0,,,,,50.57511708399397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.07 1.   0.   0.5  0.1  0.5 ],[0.79],50.560818041994935,50.57511708399397,50.57511708399397,50.57511708399397,50.57511708399397,50.57511708399397,50.57511708399397,50.57511708399397,50.57511708399397,50.57511708399397,50.57511708399397,50.57511708399397,50.57511708399397,50.57511708399397,50.57511708399397,50.57511708399397,51.49239708398818,left,0.9068442499847151,None,0,51.49439341700054,51.50771895897924,51.50771895897924,51.50771895897924,51.50771895897924,51.50771895897924,51.50771895897924,51.50771895897924,51.50771895897924,51.50771895897924,51.50771895897924,51.50771895897924,51.50771895897924,51.50771895897924,51.50771895897924,52.474950000003446,5.18,-1,0.07,52.477325916988775,52.49126295899623,52.49126295899623,52.49126295899623,52.49126295899623,52.49126295899623,52.49126295899623,53.48962883398053,53.48962883398053,53.60748404200422,space,0.10873754200292751,None,53.6075181250053,53.62306616699789,54.591960999998264,54.59237270898302,54.592513833980775,None,None,None,54.592541208985494,54.59255137498258,54.59255933397799,54.59256862499751,None,54.592580166994594,54.592588750005234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h05.32.974,Mood4,,2026.1.3,2026-04-24 13h05.34.025776 -0400,
